高清频道,#genre#
欢笑剧场4K,http://223.110.243.153/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
北京卫视,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s1/index.m3u8?time= 
北京文艺,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s2/index.m3u8?time= 
北京科教,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s3/index.m3u8?time= 
北京影视,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8?time= 
北京财经,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s5/index.m3u8?time= 
北京纪实,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s6/index.m3u8?time= 
北京生活,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s7/index.m3u8?time= 
北京青年,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s8/index.m3u8?time= 
北京新闻,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s9/index.m3u8?time= 
北京少儿,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s10/index.m3u8?time=
东方卫视,http://192.168.3.46/hls/shanghai.php?id=dfws
新闻综合,http://192.168.3.46/hls/shanghai.php?id=xwzh
上海都市,http://192.168.3.46/hls/shanghai.php?id=dspd
上海ICS,http://192.168.3.46/hls/shanghai.php?id=wypd
第一财经,http://192.168.3.46/hls/shanghai.php?id=dycj
上海纪实,http://192.168.3.46/hls/shanghai.php?id=jsrw
上海都市,http://117.148.179.165/PLTV/88888888/224/3221231618/index.m3u8
上海纪实,http://117.148.179.168/PLTV/88888888/224/3221231612/index.m3u8
咪咕Y+,http://117.148.179.146/PLTV/88888888/224/3221230226/index.m3u8
四海钓鱼,http://117.148.179.159/PLTV/88888888/224/3221231718/index.m3u8
幸福彩,http://117.148.179.156/PLTV/88888888/224/3221231730/index.m3u8
东方影视,http://117.148.179.166/PLTV/88888888/224/3221231639/index.m3u8
东方影视,http://39.134.134.89/000000001000/5000000010000032212/index.m3u8
欢笑剧场,http://39.134.134.89/000000001000/5000000002000009455/index.m3u8
劲爆体育,http://39.134.134.89/000000001000/5000000002000029972/index.m3u8
五星体育,http://39.134.134.89/000000001000/5000000010000017540/index.m3u8
亚洲影院,http://39.134.134.89/000000001000/5841816227539527643/index.m3u8
上海都市,http://39.134.134.89/000000001000/6789517052815334336/index.m3u8
上海ICS,http://39.134.134.89/000000001000/6032059665143203976/index.m3u8
生活时尚,http://39.134.134.89/000000001000/8538616372715313491/index.m3u8
风尚音乐,http://39.134.134.89/000000001000/5529729098703832176/index.m3u8
生活时尚,http://39.134.134.89/000000001000/5000000002000019634/index.m3u8
动漫秀场,http://39.134.134.89/000000001000/5000000002000023636/index.m3u8
游戏风云,http://39.134.134.89/000000001000/5000000002000027005/index.m3u8
上海纪实,http://39.134.134.89/000000001000/1000000001000016545/index.m3u8
北京纪实,http://39.134.134.89/000000001000/1000000001000001910/index.m3u8
东方影视,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
五星体育,http://183.207.255.188/live/program/live/ssty/4000000/mnf.m3u8
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
劲爆体育,http://183.207.255.188/live/program/live/jbtyhd/4000000/mnf.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
欢笑剧场,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8
法治天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8
新闻综合,http://183.207.255.188/live/program/live/xwzhhd/4000000/mnf.m3u8
上海都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8
上海教育,http://183.207.255.188/live/program/live/setv/1300000/mnf.m3u8
游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8
第一财经,http://183.207.255.188/live/program/live/dycjhd/4000000/mnf.m3u8
极速汽车,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8
生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
全纪实,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8
幸福彩,http://183.207.255.188/live/program/live/xfchd/4000000/mnf.m3u8
动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8
金色频道,http://183.207.255.188/live/program/live/jingsepd/1300000/mnf.m3u8
七彩戏剧,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8
东方财经,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8
纪实人文,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
哈哈炫动,http://183.207.255.188/live/program/live/hhxdhd/4000000/mnf.m3u8
上海ICS,http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8
百事通体育,http://183.207.255.188/live/program/live/hdnba5/4000000/mnf.m3u8
东方影视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dsjpdhd/4000000/mnf.m3u8
五星体育,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/ssty/4000000/mnf.m3u8
新视觉,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/xsjhd/4000000/mnf.m3u8
劲爆体育,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
魅力足球,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/mlyyhd/4000000/mnf.m3u8
欢笑剧场,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hxjchd/4000000/mnf.m3u8
都市剧场,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dsjchd/4000000/mnf.m3u8
法治天地,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/fztd/1300000/mnf.m3u8
新闻综合,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/xwzhhd/4000000/mnf.m3u8
上海都市,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/ylpdhd/4000000/mnf.m3u8
上海教育,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/setv/1300000/mnf.m3u8
游戏风云,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/yxfyhd/4000000/mnf.m3u8
第一财经,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dycjhd/4000000/mnf.m3u8
极速汽车,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jsqchd/4000000/mnf.m3u8
生活时尚,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/shsshd/4000000/mnf.m3u8
全纪实,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/qjshd/4000000/mnf.m3u8
幸福彩,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/xfchd/4000000/mnf.m3u8
动漫秀场,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dmxchd/4000000/mnf.m3u8
金色频道,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jingsepd/1300000/mnf.m3u8
七彩戏剧,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/qcxj/1300000/mnf.m3u8
东方财经,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dfcj/1300000/mnf.m3u8
纪实人文,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jspdhd/4000000/mnf.m3u8
哈哈炫动,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hhxdhd/4000000/mnf.m3u8
上海ICS,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/wypdhd/4000000/mnf.m3u8
百事通体育,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hdnba5/4000000/mnf.m3u8
东方财经,http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221226033/2.m3u8
上海教育,http://live.setv.sh.cn/slive/shedu02_800k.m3u8
内蒙古卫视,http://live9.m2oplus.nmtv.cn/nmgws/hd/live.m3u8
内蒙古少儿,http://live11.m2oplus.nmtv.cn/sepd/hd/live.m3u8
内蒙古经济,http://live10.m2oplus.nmtv.cn/jjsh/hd/live.m3u8
内蒙古新闻,http://live10.m2oplus.nmtv.cn/xwzh/hd/live.m3u8
内蒙古文体,http://live10.m2oplus.nmtv.cn/wtyl/hd/live.m3u8
内蒙古农牧,http://live11.m2oplus.nmtv.cn/nmpd/hd/live.m3u8
内蒙古蒙古语文化,http://live9.m2oplus.nmtv.cn/nmgmgywh/hd/live.m3u8
内蒙古蒙古语卫视,http://live9.m2oplus.nmtv.cn/nmgmgyws/hd/live.m3u8
福建综合,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226826/47882539.smil
福建新闻,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226116/10000100000000060000000002358068_0.smil
福建公共,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226113/10000100000000060000000002358064_0.smil
福建旅游,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226125/10000100000000060000000002358191_0.smil
福建少儿,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226120/10000100000000060000000002358082_0.smil
福建电视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226115/10000100000000060000000002358067_0.smil
福建经济,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226117/10000100000000060000000002358072_0.smil
福建体育,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226127/10000100000000060000000002434540_0.smil
厦门卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226124/10000100000000060000000002358105_0.smil
FZTV-1,http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8
FZTV-2,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
FZTV-3,http://live.zohi.tv/video/s10001-shpd-3/index.m3u8
FZTV-4,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
河南卫视4K,http://219.150.217.47:6610/PLTV2/2780/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南导视,http://219.150.217.47:6610/PLTV2/3540/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
大象新闻,http://219.150.217.47:6610/PLTV2/3660/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
大美河南,http://219.150.217.47:6610/PLTV2/3680/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南卫视,http://219.150.217.47:6610/PLTV1/580/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南都市,http://219.150.217.47:6610/PLTV1/600/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南民生,http://219.150.217.47:6610/PLTV1/620/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南法治,http://219.150.217.47:6610/PLTV1/640/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南电视剧,http://219.150.217.47:6610/PLTV1/660/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南国际,http://219.150.217.47:6610/PLTV1/680/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
睛彩中原,http://219.150.217.47:6610/PLTV1/700/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南新闻,http://219.150.217.47:6610/PLTV1/720/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南购物,http://219.150.217.47:6610/PLTV1/740/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南公共,http://219.150.217.47:6610/PLTV1/760/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南乡村,http://219.150.217.47:6610/PLTV1/780/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
移动戏曲,http://219.150.217.47:6610/PLTV1/800/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南文宝,http://219.150.217.47:6610/PLTV1/820/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南梨园,http://219.150.217.47:6610/PLTV1/840/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南武术,http://219.150.217.47:6610/PLTV1/860/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南美食,http://219.150.217.47:6610/PLTV1/880/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南棋牌,http://219.150.217.47:6610/PLTV1/900/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
百姓调解,http://219.150.217.47:6610/PLTV1/920/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
风尚河南,http://219.150.217.47:6610/PLTV1/940/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
安阳新闻,http://219.150.217.49:6610/PLTV1/1960/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
安阳科教,http://219.150.217.49:6610/PLTV1/1980/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
洛阳新闻,http://219.150.217.49:6610/PLTV1/1840/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
洛阳科教,http://219.150.217.49:6610/PLTV1/1860/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
洛阳文旅,http://219.150.217.49:6610/PLTV1/1880/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
郑州新闻,http://219.150.217.49:6610/PLTV1/1680/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
郑州商都,http://219.150.217.49:6610/PLTV1/1700/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
郑州文旅,http://219.150.217.49:6610/PLTV1/1720/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
郑州影戏,http://219.150.217.49:6610/PLTV1/1740/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
郑州妇儿,http://219.150.217.49:6610/PLTV1/1760/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
郑州都生,http://219.150.217.49:6610/PLTV1/1780/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
开封新闻,http://219.150.217.49:6610/PLTV1/1800/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
开封文旅,http://219.150.217.49:6610/PLTV1/1820/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
平顶山新闻,http://219.150.217.49:6610/PLTV1/1900/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
平顶山城市,http://219.150.217.49:6610/PLTV1/1920/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
平顶山公共,http://219.150.217.49:6610/PLTV1/1940/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
鹤壁新闻,http://219.150.217.49:6610/PLTV1/2000/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
新乡新闻,http://219.150.217.47:6610/PLTV2/2020/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
新乡公共,http://219.150.217.47:6610/PLTV2/2040/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
直播河南,http://219.150.217.47:6610/PLTV2/3660/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南卫视,http://219.150.217.49:6610/PLTV1/580/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南都市,http://219.150.217.49:6610/PLTV1/600/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南新闻,http://219.150.217.49:6610/PLTV1/720/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南公共,http://219.150.217.49:6610/PLTV1/760/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南乡村,http://219.150.217.49:6610/PLTV1/780/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南民生,http://219.150.217.49:6610/PLTV1/620/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南法治,http://219.150.217.49:6610/PLTV1/640/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南电视剧,http://219.150.217.49:6610/PLTV1/660/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南国际,http://219.150.217.49:6610/PLTV1/680/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
移动戏曲,http://219.150.217.49:6610/PLTV1/800/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南文宝,http://219.150.217.49:6610/PLTV1/820/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南梨园,http://219.150.217.49:6610/PLTV1/840/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
河南武术,http://219.150.217.49:6610/PLTV1/860/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
欢腾购物,http://219.150.217.49:6610/PLTV1/740/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
睛彩中原,http://219.150.217.49:6610/PLTV1/700/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
调解剧场,http://219.150.217.49:6610/PLTV1/920/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
风尚河南,http://219.150.217.49:6610/PLTV1/940/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
新乡综合,http://219.150.217.47:6610/PLTV2/2760/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
焦作综合,http://219.150.217.47:6610/PLTV2/2060/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
焦作教育,http://219.150.217.47:6610/PLTV2/2100/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
濮阳公共,http://219.150.217.47:6610/PLTV2/2120/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
濮阳综合,http://219.150.217.47:6610/PLTV2/2140/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
许昌农业,http://219.150.217.47:6610/PLTV2/2160/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
许昌综合,http://219.150.217.47:6610/PLTV2/2180/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
许昌公共,http://219.150.217.47:6610/PLTV2/2200/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
漯河综合,http://219.150.217.47:6610/PLTV2/2220/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
三门峡台,http://219.150.217.47:6610/PLTV2/2240/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
商丘综合,http://219.150.217.47:6610/PLTV2/2260/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
商丘公共,http://219.150.217.47:6610/PLTV2/2280/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
商丘文体,http://219.150.217.47:6610/PLTV2/2300/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
周口综合,http://219.150.217.47:6610/PLTV2/2320/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
周口公共,http://219.150.217.47:6610/PLTV2/2340/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
周口科教,http://219.150.217.47:6610/PLTV2/2360/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
驻马综合,http://219.150.217.47:6610/PLTV2/2380/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
驻马科教,http://219.150.217.47:6610/PLTV2/2400/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
驻马公共,http://219.150.217.47:6610/PLTV2/2420/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
南阳综合,http://219.150.217.47:6610/PLTV2/2440/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
南阳公共,http://219.150.217.47:6610/PLTV2/2460/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
南阳科教,http://219.150.217.47:6610/PLTV2/2480/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
信阳综合,http://219.150.217.47:6610/PLTV2/2500/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
信阳公共,http://219.150.217.47:6610/PLTV2/2520/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
信阳浉河,http://219.150.217.47:6610/PLTV2/2540/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
信阳平桥,http://219.150.217.47:6610/PLTV2/2560/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
济源综合,http://219.150.217.47:6610/PLTV2/2580/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
伊川综合,http://219.150.217.47:6610/PLTV2/2600/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
舞钢综合,http://219.150.217.47:6610/PLTV2/2620/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
内黄综合,http://219.150.217.47:6610/PLTV2/2640/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
项城综合,http://219.150.217.47:6610/PLTV2/2660/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
鄢陵综合,http://219.150.217.47:6610/PLTV2/2700/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
邓州综合,http://219.150.217.47:6610/PLTV2/2720/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
封丘新闻,http://219.150.217.47:6610/PLTV2/2740/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
甘肃卫视,http://39.134.39.39/PLTV/88888888/224/3221226240/index.m3u8
甘肃公共,http://39.134.39.39/PLTV/88888888/224/3221226250/index.m3u8
甘肃少儿,http://39.134.39.39/PLTV/88888888/224/3221226289/index.m3u8
甘肃影视,http://39.134.39.39/PLTV/88888888/224/3221226287/index.m3u8
甘肃经济,http://39.134.39.39/PLTV/88888888/224/3221226252/index.m3u8
甘肃都市,http://39.134.39.39/PLTV/88888888/224/3221226248/index.m3u8
甘肃公共,http://39.134.39.37/PLTV/88888888/224/3221226250/index.m3u8
兰州生活,http://39.134.39.39/PLTV/88888888/224/3221226285/index.m3u8
兰州新闻,http://39.134.39.39/PLTV/88888888/224/3221226242/index.m3u8
兰州综艺,http://39.134.39.39/PLTV/88888888/224/3221226246/index.m3u8
兰州公共,http://39.134.39.39/PLTV/88888888/224/3221226244/index.m3u8
金昌综合,http://stream4.liveyun.hoge.cn/ch02/sd/live.m3u8
金昌公共,http://stream4.liveyun.hoge.cn/ch01/sd/live.m3u8
金昌综合,http://192.168.3.46/hls/jinchang.php?id=2
金昌公共,http://192.168.3.46/hls/jinchang.php?id=3
甘南-玛曲综合,http://39.134.32.101:6610/270000001111/1110000165/index.m3u8?IASHttpSessionId=OTT
宁夏卫视,http://39.134.93.229:6610/000000001000/nxweishi/1.m3u8?IASHttpSessionId=
宁夏经济,http://39.134.93.229:6610/000000001000/nxjingji/1.m3u8?IAS
宁夏影视,http://39.134.93.229:6610/000000001000/nxyingshi/1.m3u8?IAS
宁夏公共,http://39.134.93.229:6610/000000001000/nxgonggong/1.m3u8?IAS
宁夏少儿,http://39.134.93.229:6610/000000001000/nxshaoer/1.m3u8?IAS
宁夏教育,http://39.134.93.229:6610/000000001000/nxjiaoyu/1.m3u8?IAS
河北卫视,http://live2.plus.hebtv.com/hbwsx/hd/live.m3u8
河北经济,http://live2.plus.hebtv.com/jjshx/hd/live.m3u8
农民频道,http://live3.plus.hebtv.com/nmpdx/hd/live.m3u8
河北都市,http://live3.plus.hebtv.com/hbdsx/hd/live.m3u8
河北影视剧,http://live6.plus.hebtv.com/hbysx/hd/live.m3u8
少儿科教,http://live6.plus.hebtv.com/sekjx/hd/live.m3u8
河北公共,http://live7.plus.hebtv.com/hbggx/hd/live.m3u8
三佳购物,http://live7.plus.hebtv.com/sjgwx/hd/live.m3u8
湖北卫视,http://192.168.3.46/hls/hubei.php?id=431
湖北经视,http://192.168.3.46/hls/hubei.php?id=432
湖北综合,http://192.168.3.46/hls/hubei.php?id=433
湖北公共,http://192.168.3.46/hls/hubei.php?id=434
湖北影视,http://192.168.3.46/hls/hubei.php?id=435
湖北生活,http://192.168.3.46/hls/hubei.php?id=436
湖北教育,http://192.168.3.46/hls/hubei.php?id=437
湖北垄上,http://192.168.3.46/hls/hubei.php?id=438
湖北美嘉,http://192.168.3.46/hls/hubei.php?id=439
山东卫视,https://livealone302.iqilu.com/iqilu/sdtv.m3u8
山东齐鲁,https://livealone302.iqilu.com/iqilu/qlpd.m3u8
山东体育,https://livealone302.iqilu.com/iqilu/typd.m3u8
山东生活,https://livealone302.iqilu.com/iqilu/shpd.m3u8
山东综艺,https://livealone302.iqilu.com/iqilu/zypd.m3u8
山东公共,https://livealone302.iqilu.com/iqilu/ggpd.m3u8
山东农科,https://livealone302.iqilu.com/iqilu/nkpd.m3u8
山东影视,https://livealone302.iqilu.com/iqilu/yspd.m3u8
山东少儿,https://livealone302.iqilu.com/iqilu/sepd.m3u8
山东国际,https://livealone302.iqilu.com/iqilu/gjpd.m3u8
山东购物,https://livealone302.iqilu.com/iqilu/gwpd.m3u8
山东教育,http://222.175.202.90:9901/tsfile/live/1011_1.m3u8
山东农科,http://222.175.202.90:9901/tsfile/live/1007_1.m3u8
山东齐鲁,http://222.175.202.90:9901/tsfile/live/1010_1.m3u8
山东体育,http://222.175.202.90:9901/tsfile/live/1005_1.m3u8
山东购物,http://222.175.202.90:9901/tsfile/live/1012_1.m3u8
山东综艺,http://222.175.202.90:9901/tsfile/live/1004_1.m3u8
山东新闻,http://222.175.202.90:9901/tsfile/live/1006_1.m3u8
山东国际,http://222.175.202.90:9901/tsfile/live/1009_1.m3u8
山东生活,http://222.175.202.90:9901/tsfile/live/1003_1.m3u8
山东文旅,http://222.175.202.90:9901/tsfile/live/1002_1.m3u8
山东少儿,http://222.175.202.90:9901/tsfile/live/1008_1.m3u8
威海综合,http://222.175.202.90:9901/tsfile/live/1013_1.m3u8
威海公共,http://222.175.202.90:9901/tsfile/live/1014_1.m3u8
南京新闻,http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
南宁新闻,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁都市,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
南宁影视,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
黑龙江卫视,http://idclive.hljtv.com:8080/live/weishi_hd.m3u8 
黑龙江文体,http://idclive.hljtv.com:8080/live/hljwy_hd.m3u8
黑龙江影视,http://idclive.hljtv.com:8080/live/hljys_hd.m3u8 
黑龙江新闻,http://idclive.hljtv.com:8080/live/hljxw_hd.m3u8
黑龙江都市,http://idclive.hljtv.com:8080/live/dushi_hd.m3u8 
黑龙江农业,http://idclive.hljtv.com:8080/live/hljgg_hd.m3u8 
黑龙江卫视,http://hljws.hljtv.com:8080/live/weishi_sd.m3u8
黑龙江文体,http://idclive.hljtv.com:8080/live/wenyi_sd.m3u8
黑龙江影视,http://idclive.hljtv.com:8080/live/yingshi_sd.m3u8
黑龙江新闻法治,http://idclive.hljtv.com:8080/live/xinwen_sd.m3u8
